household_size,year,age_of_respondent,job_type,gender_of_respondent,education_level,country,relationship_with_head,cellphone_access,location_type,marital_status
4.0,2018.0,17.0,Remittance Dependent,Female,Secondary education,Kenya,Other relative,No,Urban,Single/Never Married
5.0,2018.0,42.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,54.0,Farming and Fishing,Female,Primary education,Kenya,Head of Household,Yes,Rural,Widowed
2.0,2018.0,33.0,Remittance Dependent,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,52.0,Informally employed,Female,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,57.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,Yes,Rural,Widowed
4.0,2018.0,42.0,Self employed,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,24.0,Formally employed Private,Female,Primary education,Kenya,Head of Household,Yes,Rural,Single/Never Married
5.0,2018.0,32.0,Informally employed,Female,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,55.0,Farming and Fishing,Female,Primary education,Kenya,Head of Household,Yes,Rural,Widowed
6.0,2018.0,66.0,Farming and Fishing,Male,Primary education,Kenya,Head of Household,No,Rural,Married/Living together
5.0,2018.0,49.0,Self employed,Male,Primary education,Kenya,Head of Household,Yes,Urban,Married/Living together
3.0,2018.0,25.0,Informally employed,Male,Secondary education,Kenya,Child,Yes,Rural,Single/Never Married
5.0,2018.0,34.0,Farming and Fishing,Female,Secondary education,Kenya,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,85.0,Remittance Dependent,Female,Primary education,Kenya,Head of Household,Yes,Urban,Widowed
3.0,2018.0,31.0,Informally employed,Male,Secondary education,Kenya,Child,Yes,Rural,Single/Never Married
7.0,2018.0,32.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,65.0,Farming and Fishing,Female,No formal education,Kenya,Spouse,No,Rural,Married/Living together
5.0,2018.0,30.0,Remittance Dependent,Female,Primary education,Kenya,Spouse,Yes,Urban,Married/Living together
3.0,2018.0,46.0,Self employed,Male,Secondary education,Kenya,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,29.0,Informally employed,Male,Secondary education,Kenya,Head of Household,Yes,Urban,Single/Never Married
3.0,2018.0,33.0,Remittance Dependent,Female,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,29.0,Self employed,Female,Tertiary education,Kenya,Spouse,Yes,Urban,Married/Living together
7.0,2018.0,28.0,Informally employed,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,30.0,Self employed,Male,Tertiary education,Kenya,Head of Household,Yes,Urban,Married/Living together
5.0,2018.0,43.0,Informally employed,Female,No formal education,Kenya,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,21.0,Informally employed,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,16.0,Other Income,Male,Primary education,Kenya,Child,No,Rural,Single/Never Married
5.0,2018.0,56.0,Informally employed,Female,No formal education,Kenya,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,44.0,Remittance Dependent,Female,Secondary education,Kenya,Spouse,Yes,Urban,Married/Living together
2.0,2018.0,57.0,Self employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,38.0,Informally employed,Female,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
1.0,2018.0,30.0,Remittance Dependent,Female,Primary education,Kenya,Head of Household,Yes,Urban,Married/Living together
7.0,2018.0,46.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,Yes,Rural,Single/Never Married
4.0,2018.0,29.0,Self employed,Female,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,24.0,Remittance Dependent,Male,Tertiary education,Kenya,Child,Yes,Urban,Single/Never Married
3.0,2018.0,32.0,Informally employed,Male,Primary education,Kenya,Child,Yes,Urban,Single/Never Married
1.0,2018.0,57.0,Informally employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Divorced/Seperated
3.0,2018.0,69.0,Formally employed Private,Male,Primary education,Kenya,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,80.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,No,Rural,Widowed
5.0,2018.0,31.0,Remittance Dependent,Female,Primary education,Kenya,Spouse,Yes,Urban,Married/Living together
7.0,2018.0,35.0,Farming and Fishing,Female,No formal education,Kenya,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,52.0,Informally employed,Female,No formal education,Kenya,Spouse,Yes,Urban,Married/Living together
2.0,2018.0,26.0,Farming and Fishing,Female,Vocational/Specialised training,Kenya,Spouse,Yes,Urban,Married/Living together
3.0,2018.0,35.0,Farming and Fishing,Male,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
4.0,2018.0,42.0,Formally employed Government,Female,Secondary education,Kenya,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,68.0,Farming and Fishing,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,55.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,No,Rural,Married/Living together
7.0,2018.0,35.0,Remittance Dependent,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,27.0,Self employed,Female,Primary education,Kenya,Spouse,Yes,Urban,Married/Living together
1.0,2018.0,25.0,Farming and Fishing,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,56.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,Yes,Rural,Single/Never Married
7.0,2018.0,30.0,Informally employed,Female,Primary education,Kenya,Spouse,No,Rural,Married/Living together
2.0,2018.0,23.0,Informally employed,Male,Tertiary education,Kenya,Other relative,Yes,Urban,Single/Never Married
4.0,2018.0,40.0,Formally employed Private,Male,Tertiary education,Kenya,Head of Household,Yes,Urban,Married/Living together
5.0,2018.0,32.0,Formally employed Private,Male,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
4.0,2018.0,45.0,Formally employed Government,Male,Vocational/Specialised training,Kenya,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,16.0,Remittance Dependent,Female,Primary education,Kenya,Child,No,Rural,Single/Never Married
6.0,2018.0,47.0,Informally employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Widowed
4.0,2018.0,63.0,Self employed,Male,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
6.0,2018.0,47.0,Self employed,Male,Primary education,Kenya,Head of Household,Yes,Urban,Single/Never Married
1.0,2018.0,24.0,Formally employed Government,Female,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,45.0,Farming and Fishing,Male,Secondary education,Kenya,Head of Household,Yes,Rural,Divorced/Seperated
6.0,2018.0,41.0,Farming and Fishing,Female,No formal education,Kenya,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,22.0,Remittance Dependent,Female,No formal education,Kenya,Head of Household,Yes,Urban,Married/Living together
6.0,2018.0,49.0,Informally employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
9.0,2018.0,42.0,Farming and Fishing,Male,No formal education,Kenya,Head of Household,No,Rural,Married/Living together
2.0,2018.0,28.0,Self employed,Female,Primary education,Kenya,Head of Household,Yes,Urban,Single/Never Married
4.0,2018.0,19.0,Remittance Dependent,Female,Primary education,Kenya,Child,Yes,Rural,Single/Never Married
2.0,2018.0,57.0,Farming and Fishing,Male,Secondary education,Kenya,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,68.0,Informally employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,70.0,Other Income,Female,No formal education,Kenya,Head of Household,No,Urban,Widowed
2.0,2018.0,63.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,No,Rural,Widowed
3.0,2018.0,24.0,Self employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,48.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,No,Urban,Married/Living together
9.0,2018.0,43.0,Farming and Fishing,Male,No formal education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,31.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,No,Rural,Married/Living together
3.0,2018.0,48.0,Formally employed Government,Male,Vocational/Specialised training,Kenya,Head of Household,Yes,Urban,Married/Living together
6.0,2018.0,58.0,Remittance Dependent,Male,No formal education,Kenya,Head of Household,No,Urban,Married/Living together
5.0,2018.0,44.0,Remittance Dependent,Female,Vocational/Specialised training,Kenya,Spouse,Yes,Urban,Married/Living together
2.0,2018.0,25.0,Formally employed Private,Male,Primary education,Kenya,Head of Household,Yes,Urban,Married/Living together
8.0,2018.0,61.0,Farming and Fishing,Male,No formal education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,50.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,Yes,Rural,Widowed
4.0,2018.0,52.0,Informally employed,Female,No formal education,Kenya,Head of Household,No,Rural,Married/Living together
1.0,2018.0,72.0,Farming and Fishing,Male,Primary education,Kenya,Head of Household,No,Rural,Widowed
4.0,2018.0,31.0,Farming and Fishing,Male,No formal education,Kenya,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,95.0,Farming and Fishing,Male,Primary education,Kenya,Head of Household,No,Rural,Married/Living together
2.0,2018.0,75.0,Remittance Dependent,Female,No formal education,Kenya,Head of Household,No,Rural,Widowed
3.0,2018.0,31.0,Formally employed Government,Male,Vocational/Specialised training,Kenya,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,23.0,Informally employed,Male,Primary education,Kenya,Head of Household,Yes,Urban,Divorced/Seperated
2.0,2018.0,72.0,Remittance Dependent,Male,No formal education,Kenya,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,46.0,Formally employed Government,Male,Tertiary education,Kenya,Head of Household,Yes,Urban,Widowed
6.0,2018.0,34.0,Informally employed,Male,Secondary education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,27.0,Farming and Fishing,Female,Secondary education,Kenya,Spouse,Yes,Rural,Married/Living together
12.0,2018.0,23.0,Self employed,Female,Secondary education,Kenya,Child,Yes,Urban,Single/Never Married
2.0,2018.0,31.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,27.0,Self employed,Female,Secondary education,Kenya,Head of Household,Yes,Urban,Single/Never Married
4.0,2018.0,24.0,Farming and Fishing,Female,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,45.0,Formally employed Government,Male,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,29.0,Formally employed Private,Female,Tertiary education,Kenya,Head of Household,Yes,Urban,Single/Never Married
4.0,2018.0,18.0,Remittance Dependent,Female,Secondary education,Kenya,Child,Yes,Urban,Single/Never Married
7.0,2018.0,67.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,No,Rural,Widowed
3.0,2018.0,71.0,Informally employed,Male,Secondary education,Kenya,Head of Household,No,Rural,Married/Living together
1.0,2018.0,44.0,Formally employed Government,Male,Secondary education,Kenya,Head of Household,Yes,Urban,Divorced/Seperated
3.0,2018.0,23.0,Farming and Fishing,Male,Tertiary education,Kenya,Child,Yes,Rural,Divorced/Seperated
8.0,2018.0,55.0,Remittance Dependent,Female,Secondary education,Kenya,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,20.0,Remittance Dependent,Female,Vocational/Specialised training,Kenya,Child,No,Rural,Single/Never Married
9.0,2018.0,37.0,Informally employed,Female,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
3.0,2018.0,26.0,Formally employed Private,Female,Primary education,Kenya,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,17.0,Remittance Dependent,Female,Secondary education,Kenya,Child,Yes,Rural,Single/Never Married
7.0,2018.0,18.0,Remittance Dependent,Female,Secondary education,Kenya,Other relative,No,Rural,Single/Never Married
1.0,2018.0,72.0,Farming and Fishing,Female,No formal education,Kenya,Head of Household,No,Rural,Widowed
1.0,2018.0,86.0,Remittance Dependent,Female,Primary education,Kenya,Head of Household,No,Rural,Widowed
6.0,2018.0,22.0,Informally employed,Male,Secondary education,Kenya,Child,No,Rural,Single/Never Married
3.0,2018.0,28.0,Formally employed Private,Female,Vocational/Specialised training,Kenya,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,71.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,95.0,Other Income,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,68.0,Farming and Fishing,Male,No formal education,Kenya,Head of Household,No,Rural,Married/Living together
16.0,2018.0,33.0,Remittance Dependent,Female,No formal education,Kenya,Spouse,Yes,Urban,Married/Living together
6.0,2018.0,23.0,Remittance Dependent,Female,Secondary education,Kenya,Child,No,Rural,Single/Never Married
1.0,2018.0,72.0,Remittance Dependent,Female,Secondary education,Kenya,Head of Household,Yes,Rural,Widowed
1.0,2018.0,23.0,Remittance Dependent,Male,Vocational/Specialised training,Kenya,Head of Household,Yes,Urban,Single/Never Married
2.0,2018.0,43.0,Farming and Fishing,Female,Tertiary education,Kenya,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,50.0,Informally employed,Female,Primary education,Kenya,Head of Household,No,Rural,Widowed
3.0,2018.0,23.0,Remittance Dependent,Female,Tertiary education,Kenya,Child,Yes,Urban,Single/Never Married
6.0,2018.0,31.0,Self employed,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
10.0,2018.0,17.0,Farming and Fishing,Female,Secondary education,Kenya,Spouse,Yes,Rural,Single/Never Married
1.0,2018.0,42.0,Farming and Fishing,Male,Secondary education,Kenya,Head of Household,Yes,Rural,Single/Never Married
5.0,2018.0,24.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,Yes,Urban,Married/Living together
6.0,2018.0,37.0,Self employed,Male,Secondary education,Kenya,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,57.0,Self employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Single/Never Married
2.0,2018.0,17.0,Remittance Dependent,Male,Primary education,Kenya,Child,No,Urban,Single/Never Married
2.0,2018.0,52.0,Informally employed,Male,Primary education,Kenya,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,20.0,Remittance Dependent,Female,Primary education,Kenya,Spouse,No,Rural,Married/Living together
5.0,2018.0,25.0,Self employed,Female,Primary education,Kenya,Child,Yes,Urban,Divorced/Seperated
3.0,2018.0,52.0,Farming and Fishing,Female,Primary education,Kenya,Spouse,Yes,Rural,Married/Living together
7.0,2018.0,18.0,Remittance Dependent,Female,Secondary education,Kenya,Child,No,Urban,Single/Never Married
5.0,2018.0,23.0,Remittance Dependent,Female,Secondary education,Kenya,Other relative,Yes,Rural,Single/Never Married
4.0,2018.0,26.0,Remittance Dependent,Female,Vocational/Specialised training,Kenya,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,48.0,Informally employed,Male,Primary education,Kenya,Head of Household,No,Rural,Married/Living together
1.0,2018.0,75.0,Remittance Dependent,Female,No formal education,Kenya,Head of Household,No,Urban,Widowed
7.0,2018.0,37.0,Farming and Fishing,Male,No formal education,Kenya,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,25.0,Informally employed,Female,Primary education,Kenya,Spouse,No,Rural,Married/Living together
